00101010100111111010111010111110101011000100000010001111111000000100110011100101000110100010100000010000011000100110011110011011 00111001110000111011000001001010111001100100100011100000001000010010011011000100100110010000011100011100010000101000101010110101
00110001001011000000000101000110100101000000001111000110110101000001010110101001101011011111101110001011011000011000110010011010 10101111100001001000000001011101111011101110011000011100010000110100100111001100100001000101101001000001110111110100010100110001
00001111111101010111000111100001001011000011010100010010100011111000111110110110011111111110110111000011010011011111010111000001 11001111101111011111001011100100010111000100001000111001111011111110100110010111101100110111001100101101000110100110001000110100
01010000000101001001110110101011011001010011001111101001101111011110110011101010101100001000011010011000001110111101011100000111 01000001100110110000110010100101110010100010011111101111010001011011101011100011000111001010010111000011100111000001100011110001
11000101111010101000100001010111011111100110010100101101010110011010110110000001110000100101011000100001110001111100110001101111 00100100001010011000110100011100100100000011001000110000110001010010000001011110110101101010001001001101110010110111000111100010
01111111100100111110110100111111100000101010111100000100100010110011110101110001011111010011101100001111100101111100000100100001 10100111010110011100100101111000001000110110101100000110111011011100010000101001101100010011100100101111110100101110100100011100
01101110011100011010010001001010111001000101110000011110011011010101110010000101000011111010110001011010010011010001000110100001 01101000100000010001100101001000011101110001101010001001001110100101001011101110100110101101001111101011100011010001011000110010
10110110111011000001101101011100100001011000100011000111010111010000110001000011101000000101011011111010100111010101000011100001 00110011100100001101000110011110110000001110111111101001111010100100101111001000101001100111010001100101011111011000100100110100
11100110011101001110110010000000100000001001101001101000101011100000111111001101100101000000101010110100100100010101101101101101 00010010010101000101010000101000001110011110000100001101110010110010010010010011100001010110110010101011011000110110010010111001
00000010100001001100111000111011111000010110100100000000111110101101110011101010010011000001111110000001010100101111110110010001 00101010011110111101111000011001101110110001011011001011000000010010001001001101010100011111010100010000100110111111000111101110
